"column1","url","title","organisation","rating","Rating Count","enrollments","Mode","Level","duration","Language","subtitles","price","Course Package","Course Projects"
4355,https://www.coursera.org/learn/platform-thinking-designing-a-platform,Platform Thinking: designing a Platform,Politecnico di Milano,NA,NA,"7,135","100% online",Beginner Level,Approx. 6 hours to complete,English, English,2368,-,-
4356,https://www.coursera.org/learn/platform-thinking-exploiting-data-through-platforms,Platform Thinking: exploiting data through platforms,Politecnico di Milano,NA,NA,"7,135","100% online",Beginner Level,Approx. 4 hours to complete,English, English,2368,-,-
4357,https://www.coursera.org/learn/platform-thinking-whats-beyond-uber,Platform Thinking: what’s beyond Uber?,Politecnico di Milano,"4.6","18 ","7,135","100% online",Beginner Level,Approx. 5 hours to complete,English, English,2368,-,-
4358,https://www.coursera.org/learn/plato,Ancient Philosophy: Plato & His Predecessors,University of Pennsylvania,"4.8","1,424 ","109,736","100% online",NA,Approx. 12 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Turkish, English, Spanish",2381,-,Coursera Labs
4359,https://www.coursera.org/learn/plato-dialogues,Reason and Persuasion: Thinking Through Three Dialogues By Plato,National University of Singapore,"4.4","314 ","35,234","100% online",NA,Approx. 32 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",0,-,-
4360,https://www.coursera.org/learn/player-evaluation-team-performance-and-roster-management,"Player Evaluation, Team Performance and Roster Management",The State University of New York,NA,NA,"1,772","100% online",Beginner Level,Approx. 15 hours to complete,English, English,6451,Course 2 of 3,-
4361,https://www.coursera.org/learn/playingtoyourstrengths,Playing to Your Strengths by StandOut®,"Automatic Data Processing, Inc. (ADP)",NA,NA,"902","100% online",Beginner Level,Approx. 17 hours to complete,English, English,2368,-,-
4362,https://www.coursera.org/learn/pms-leading-design-engineering-ai-ml,The Art & Science of Product Management,Advancing Women in Tech,"4.4","124 ","6,129","100% online",Beginner Level,Approx. 9 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",6451,-,-
4363,https://www.coursera.org/learn/poct-for-sti,Point of Care Testing for Sexually Transmitted Infections,Johns Hopkins University,"4.4","10 ","756","100% online",Beginner Level,Approx. 6 hours to complete,English, English,2368,-,-
4364,https://www.coursera.org/learn/poetry-workshop,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,"4.8","1,635 ","120,065","100% online",Beginner Level,Approx. 8 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
4365,https://www.coursera.org/learn/pointers-arrays-recursion,"Pointers, Arrays, and Recursion",Duke University,"4.4","324 ","37,136","100% online",Beginner Level,Approx. 20 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4366,https://www.coursera.org/learn/political-economy,Political Economy of Institutions and Development,Universiteit Leiden,"4.7","324 ","28,218","100% online",Beginner Level,Approx. 22 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
4367,https://www.coursera.org/learn/politics-and-ethics-of-data-analytics-in-the-public-sector,Politics and Ethics of Data Analytics in the Public Sector,University of Michigan,NA,NA,"800,915","100% online",Intermediate Level,Approx. 14 hours to complete,English, English,4001,Course 4 of 4,-
4368,https://www.coursera.org/learn/polynomials-roots,Algebra: Elementary to Advanced - Polynomials and Roots,Johns Hopkins University,"4.8","73 ","3,826","100% online",Beginner Level,Approx. 9 hours to complete,English, English,4023,-,-
4369,https://www.coursera.org/learn/pop-health,Value-Based Care: Population Health,University of Houston,"4.7","41 ","2,442","100% online",Beginner Level,Approx. 6 hours to complete,English, English,4001,-,-
4370,https://www.coursera.org/learn/popularity,Psychology of Popularity,The University of North Carolina at Chapel Hill,"4.7","969 ","64,821","100% online",Beginner Level,Approx. 7 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Greek, Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
4371,https://www.coursera.org/learn/population-food-and-soil,"Population, Food, and Soil",Dartmouth College,NA,NA,"842","100% online",Beginner Level,Approx. 15 hours to complete,English, English,4001,Course 2 of 3,-
4372,https://www.coursera.org/learn/population-health-behaviour,Population Health: Health & Health Behaviour,Universiteit Leiden,"4.0","31 ","4,740","100% online",Intermediate Level,Approx. 26 hours to complete,English, English,2368,-,-
4373,https://www.coursera.org/learn/population-health-governance,Population Health: Governance,Universiteit Leiden,"4.4","24 ","2,844","100% online",Beginner Level,Approx. 13 hours to complete,English, English,2368,-,-
4374,https://www.coursera.org/learn/population-health-predictive-analytics,Population Health: Predictive Analytics,Universiteit Leiden,"4.5","22 ","4,350","100% online",Intermediate Level,Approx. 17 hours to complete,English, English,2368,-,-
4375,https://www.coursera.org/learn/population-health-study-design,Population Health: Study Design,Universiteit Leiden,"4.4","16 ","3,508","100% online",Intermediate Level,Approx. 28 hours to complete,English, English,2368,-,-
4376,https://www.coursera.org/learn/portafolios-inversiones-en-mercado-de-capitales,Los portafolios y las inversiones en el mercado de capitales,Universidad de los Andes,"4.7","34 ","1,609","100% online",Intermediate Level,Approx. 13 hours to complete,Spanish, Spanish,4001,-,-
4377,https://www.coursera.org/learn/portfolio-risk-management,Portfolio and Risk Management,University of Geneva,"4.7","2,300 ","63,584","100% online",NA,Approx. 7 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,Course 3 of 5,-
4378,https://www.coursera.org/learn/portfolio-selection-risk-management,Portfolio Selection and Risk Management,Rice University,"4.6","567 ","34,302","100% online",NA,Approx. 22 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,Course 2 of 5,-
4379,https://www.coursera.org/learn/poser-des-questions-pour-prendre-des-decisions-basees-sur-les-donnees,Poser des questions pour prendre des décisions basées sur les données,Google,"4.2","11 ","6,692,293","100% online",Beginner Level,Approx. 18 hours to complete,French, French,1143,-,-
4380,https://www.coursera.org/learn/posicionamiento,Posicionamiento: La base del éxito en la estrategia de marketing,IE Business School,"4.8","251 ","7,060","100% online",Beginner Level,Approx. 8 hours to complete,Spanish, Spanish,4001,-,-
4381,https://www.coursera.org/learn/positioning,Positioning: What you need for a successful Marketing Strategy,IE Business School,"4.5","881 ","30,242","100% online",Beginner Level,Approx. 11 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4382,https://www.coursera.org/learn/positive-psychiatry,Positive Psychiatry and Mental Health,The University of Sydney,"4.8","3,283 ","248,361","100% online",NA,Approx. 19 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
4383,https://www.coursera.org/learn/positive-psychology,Positive Psychology,The University of North Carolina at Chapel Hill,"4.7","5,740 ","287,172","100% online",NA,Approx. 11 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, English, Spanish",2368,-,-
4384,https://www.coursera.org/learn/positive-psychology-applications,Positive Psychology: Applications and Interventions,University of Pennsylvania,"4.8","1,974 ","42,609","100% online",Beginner Level,Approx. 16 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",6451,-,-
4385,https://www.coursera.org/learn/positive-psychology-methods,"Positive Psychology: Character, Grit and Research Methods",University of Pennsylvania,"4.4","1,090 ","27,292","100% online",Beginner Level,Approx. 23 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",6451,-,-
4386,https://www.coursera.org/learn/positive-psychology-project,Positive Psychology Specialization Project: Design Your Life for Well-being,University of Pennsylvania,"4.8","753 ","25,260","100% online",NA,Approx. 12 hours to complete,English," French, Portuguese (European), Russian, English, Spanish, Japanese",6451,Course 5 of 5,-
4387,https://www.coursera.org/learn/positive-psychology-resilience,Positive Psychology: Resilience Skills,University of Pennsylvania,"4.9","1,985 ","71,296","100% online",Beginner Level,Approx. 15 hours to complete,English," Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, German, Russian, English, Spanish, Polish",6451,-,-
4388,https://www.coursera.org/learn/positive-psychology-visionary-science,Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,"4.9","5,575 ","100,420","100% online",Beginner Level,Approx. 16 hours to complete,English," Arabic, French, Ukrainian, Portuguese (European), Greek, Italian, Vietnamese, German, Russian, English, Spanish",6451,-,-
4389,https://www.coursera.org/learn/positivethinkingandthriving,Positive Thinking and Thriving,Arizona State University,NA,NA,"5,487","100% online",NA,Approx. 5 hours to complete,English, English,0,-,-
4390,https://www.coursera.org/learn/postharvest,"Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors",University of Illinois at Urbana-Champaign,"4.8","153 ","9,434","100% online",Beginner Level,Approx. 13 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
4391,https://www.coursera.org/learn/potenciando-aprendizaje,Potenciando mi aprendizaje en el primer año de Universidad,Universidad de Chile,"4.9","1,121 ","23,730","100% online",Beginner Level,Approx. 21 hours to complete,Spanish, Spanish,2368,-,-
4392,https://www.coursera.org/learn/poverty-population-demographics-policy,Poverty & Population: How Demographics Shape Policy,Columbia University,"4.8","135 ","6,125","100% online",Beginner Level,Approx. 12 hours to complete,English, English,4001,-,-
4393,https://www.coursera.org/learn/power-and-foreign-policy-in-international-relations,Power and Foreign Policy in International Relations,O.P. Jindal Global University,"4.5","17 ","3,331","100% online",Beginner Level,Approx. 16 hours to complete,English, English,2368,-,-
4394,https://www.coursera.org/learn/power-electronics,Introduction to Power Electronics,University of Colorado Boulder,"4.7","3,254 ","106,250","100% online",Intermediate Level,Approx. 11 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4395,https://www.coursera.org/learn/power-onboarding,Power Onboarding,Northwestern University,"4.1","33 ","5,397","100% online",Beginner Level,Approx. 7 hours to complete,English, English,4818,-,-
4396,https://www.coursera.org/learn/power-sample-size,Power and Sample Size for Multilevel and Longitudinal Study Designs,University of Florida,"4.3","35 ","5,811","100% online",Intermediate Level,Approx. 18 hours to complete,English, English,2368,-,-
4397,https://www.coursera.org/learn/powerpoint-presentations,Effective Business Presentations with Powerpoint,PwC,"4.5","1,038 ","93,314","100% online",Beginner Level,Approx. 10 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4398,https://www.coursera.org/learn/practical-machine-learning,Practical Machine Learning,Johns Hopkins University,"4.5","3,224 ","148,569","100% online",NA,Approx. 8 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",0,-,-
4399,https://www.coursera.org/learn/practical-python-for-ai-coding--preparation-for-coding,Practical Python for AI Coding 1,Korea Advanced Institute of Science and Technology(KAIST),"4.7","47 ","5,727","100% online",Beginner Level,Approx. 11 hours to complete,English, English,2368,-,-
4400,https://www.coursera.org/learn/practical-python-for-ai-coding-2,Practical Python for AI Coding 2,Korea Advanced Institute of Science and Technology(KAIST),NA,NA,"6,229","100% online",Beginner Level,Approx. 8 hours to complete,English, English,2368,-,-
4401,https://www.coursera.org/learn/practical-time-series-analysis,Practical Time Series Analysis,The State University of New York,"4.6","1,606 ","79,798","100% online",Intermediate Level,Approx. 25 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
4402,https://www.coursera.org/learn/practicing-sas-programming-certification,Practicing for the SAS Programming Certification Exam,SAS,"4.9","71 ","3,979","100% online",Intermediate Level,Approx. 9 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4403,https://www.coursera.org/learn/prcticas-interprofesionales-para-la-atencin-clnica,Prácticas interprofesionales para la atención clínica,Tecnológico de Monterrey,NA,NA,"377","100% online",Beginner Level,Approx. 23 hours to complete,Spanish, Spanish,4001,Course 3 of 3,-
4404,https://www.coursera.org/learn/pre-mba-quant-skills-accounting,Pre-MBA Quantitative Skills: Accounting,Rice University,NA,NA,"1,249","100% online",Beginner Level,Approx. 17 hours to complete,English, English,4001,Course 2 of 3,-
4405,https://www.coursera.org/learn/pre-mba-quant-skills-data-analysis,Pre-MBA Quantitative Skills: Data Analysis,Rice University,NA,NA,"167,004","100% online",Beginner Level,Approx. 18 hours to complete,English, English,4001,Course 3 of 3,-
4406,https://www.coursera.org/learn/pre-mba-quant-skills-finance,Pre-MBA Quantitative Skills: Finance,Rice University,NA,NA,"167,004","100% online",Beginner Level,Approx. 13 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Turkish, English, Spanish",4001,Course 1 of 3,-
4407,https://www.coursera.org/learn/pre-mbastatistics,Pre-MBA Statistics,IIMA - IIM Ahmedabad,"4.5","59 ","59,230","100% online",Beginner Level,Approx. 23 hours to complete,English, English,2368,-,-
4408,https://www.coursera.org/learn/precalculus-mathematical-modelling,Precalculus: Mathematical Modeling,Johns Hopkins University,"4.7","59 ","4,228","100% online",Beginner Level,Approx. 9 hours to complete,English, English,4001,-,-
4409,https://www.coursera.org/learn/precalculus-periodic-functions,Precalculus: Periodic Functions,Johns Hopkins University,"4.7","77 ","3,224","100% online",Beginner Level,Approx. 9 hours to complete,English, English,4001,-,-
4410,https://www.coursera.org/learn/precalculus-relations-functions,Precalculus: Relations and Functions,Johns Hopkins University,"4.6","159 ","10,691","100% online",Beginner Level,Approx. 11 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4001,-,-
4411,https://www.coursera.org/learn/precision-medicine,Precision Medicine,University of Geneva,"4.4","191 ","19,213","100% online",Intermediate Level,Approx. 28 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
4412,https://www.coursera.org/learn/prediction-control-function-approximation,Prediction and Control with Function Approximation,University of Alberta,"4.8","771 ","21,700","100% online",Intermediate Level,Approx. 21 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6451,-,-
4413,https://www.coursera.org/learn/predictive-analytics,Practical Predictive Analytics: Models and Methods,University of Washington,"4.1","309 ","35,801","100% online",NA,Approx. 6 hours to complete,English," French, Portuguese (European), Korean, Russian, English, Spanish",4001,Course 2 of 4,-
4414,https://www.coursera.org/learn/predictive-analytics-data-mining,Predictive Analytics and Data Mining,University of Illinois at Urbana-Champaign,"4.4","130 ","11,086","100% online",Intermediate Level,Approx. 24 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4818,-,-
4415,https://www.coursera.org/learn/predictive-modeling-analytics,Predictive Modeling and Analytics,University of Colorado Boulder,"3.6","573 ","33,010","100% online",NA,Approx. 10 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",4001,Course 2 of 5,-
4416,https://www.coursera.org/learn/predictive-modeling-machine-learning,Predictive Modeling and Machine Learning with MATLAB,MathWorks,"4.8","105 ","13,537","100% online",Intermediate Level,Approx. 22 hours to complete,English, English,4001,-,-
4417,https://www.coursera.org/learn/predictive-modeling-model-fitting-regression-analysis,"Predictive Modeling, Model Fitting, and Regression Analysis","University of California, Irvine","4.4","52 ","2,811","100% online",Intermediate Level,Approx. 4 hours to complete,English, English,4001,-,-
4418,https://www.coursera.org/learn/prep,PrEParing: PrEP for Providers and Patients,Johns Hopkins University,"4.7","145 ","6,493","100% online",Beginner Level,Approx. 15 hours to complete,English, English,2368,-,-
4419,https://www.coursera.org/learn/preparando-o-marketing-digital,Preparando o Marketing Digital,Fundação Instituto de Administração,NA,NA,"422","100% online",Beginner Level,Approx. 31 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),4001,-,Coursera Labs
4420,https://www.coursera.org/learn/preparar-datos-para-la-exploracion,Preparar datos para la exploración,Google,"4.7","584 ","13,543","100% online",Beginner Level,Approx. 22 hours to complete,Spanish," Spanish, English",1143,-,-
4421,https://www.coursera.org/learn/preparar-os-dados-para-exploracao,Preparar os Dados para Exploração,Google,"4.8","184 ","5,292","100% online",Beginner Level,Approx. 22 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), English",1143,-,-
4422,https://www.coursera.org/learn/preparation-exam-for-capm-certification,Preparation Exam for CAPM Certification,SkillUp EdTech,NA,NA,"1,697,688","100% online","Intermediate Level Learners should have completed prior courses in their associated program. However, an interest in practicing the CAPM exam is all that is required.","Intermediate Level Learners should have completed prior courses in their associated program. However, an interest in practicing the CAPM exam is all that is required.",English, English,4001,Course 7 of 7,Coursera Labs
4423,https://www.coursera.org/learn/prepare-emt-certification-test,Prepare for the EMT Certification Test,University of Colorado System,"4.6","90 ","9,574","100% online",Beginner Level,Approx. 10 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4424,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,Put It to Work: Prepare for Cybersecurity Jobs,Google,"4.9","110 ","10,146","100% online",Beginner Level,Approx. 15 hours to complete,English, English,1143,-,-
4425,https://www.coursera.org/learn/prepare-for-dp-100-design-a-data-science-solution-on-azure,Prepare for DP-100: Data Science on Microsoft Azure Exam,Microsoft,"4.6","28 ","3,801","100% online",Intermediate Level,Approx. 9 hours to complete,English, English,4001,-,-
4426,https://www.coursera.org/learn/preparer-les-donnees-pour-exploration,Préparer les données pour l'exploration,Google,NA,NA,"6,707,890","100% online",Beginner Level,Approx. 22 hours to complete,French, French,1143,Course 3 of 8,-
4427,https://www.coursera.org/learn/preparing-call-center-customer-service-role,Preparing for Your Call Center Customer Service Role,CVS Health,NA,NA,"100","100% online",Beginner Level,Approx. 3 hours to complete,English, English,4001,-,Coursera Labs
4428,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam,Preparing for Your Associate Cloud Engineer Journey,Google Cloud,"4.7","3,005 ","73,559","100% online",Intermediate Level,Approx. 3 hours to complete,English, English,4001,-,-
4429,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam-es,Preparing for Your Associate Cloud Engineer Journey en Español,Google Cloud,NA,NA,"1,995,195","100% online",Intermediate Level,Approx. 4 hours to complete,Spanish," Spanish, English",4001,-,Coursera Labs
4430,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam-jp,Preparing for Your Associate Cloud Engineer Journey 日本語版,Google Cloud,NA,NA,"1,995,195","100% online",Beginner Level,Approx. 7 hours to complete,Japanese," Japanese, English",2368,-,Coursera Labs
4431,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam-pt,Preparing Google Associate Cloud Engineer Exam em Português,Google Cloud,"5.0","10 ","1,995,195","100% online",Intermediate Level,Approx. 4 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),2368,-,-
4432,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam,Preparing for your Professional Cloud Architect Journey,Google Cloud,"4.7","1,316 ","61,986","100% online",Advanced Level,Approx. 4 hours to complete,English, English,4001,-,-
4433,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam-br,Preparing for the Google Cloud Professional Cloud Architect Exam em Português Brasileiro,Google Cloud,"4.7","10 ","1,995,195","100% online",Advanced Level,Approx. 10 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), English, Spanish, Japanese",0,-,Coursera Labs
4434,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam-es,Preparing for the Google Cloud Professional Cloud Architect Exam en Español,Google Cloud,NA,NA,"2,212","100% online",Advanced Level,Approx. 10 hours to complete,Spanish," Spanish, English, Portuguese (Brazilian), Japanese",2368,-,Coursera Labs
4435,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam-it,Preparing Cloud Professional Cloud Architect Exam italiano,Google Cloud,NA,NA,"1,995,195","100% online",Advanced Level,Approx. 12 hours to complete,Italian," Italian, Portuguese (Brazilian), English, Spanish, Japanese",2368,-,Coursera Labs
4436,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam-jp,Preparing for the Google Cloud Professional Cloud Architect Exam 日本語版,Google Cloud,"4.6","36 ","2,286","100% online",Advanced Level,Approx. 10 hours to complete,Japanese," Japanese, English, Spanish, Portuguese (Brazilian)",4001,-,-
4437,https://www.coursera.org/learn/preparing-cloud-professional-data-engineer-exam,Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud,"4.6","964 ","42,898","100% online",Advanced Level,Approx. 8 hours to complete,English, English,4001,-,-
4438,https://www.coursera.org/learn/preparing-cloud-professional-data-engineer-exam-br,Preparing for the Google Cloud Professional Data Engineer Exam em Português Brasileiro,Google Cloud,NA,NA,"1,995,195","100% online",Advanced Level,Approx. 6 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), English",2368,-,Coursera Labs
4439,https://www.coursera.org/learn/preparing-cloud-professional-data-engineer-exam-es,Preparing for the Google Cloud Professional Data Engineer Exam en Español,Google Cloud,NA,NA,"1,995,195","100% online",Advanced Level,Approx. 6 hours to complete,Spanish," Spanish, English",4001,-,Coursera Labs
4440,https://www.coursera.org/learn/preparing-cloud-professional-data-engineer-exam-jp,Preparing for the Google Cloud Professional Data Engineer Exam 日本語版,Google Cloud,"4.7","14 ","1,995,195","100% online",Advanced Level,Approx. 13 hours to complete,Japanese," Japanese, English",4001,-,-
4441,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,Preparing Data for Analysis with Microsoft Excel,Microsoft,NA,NA,"280,541","100% online",Beginner Level,Approx. 8 hours to complete,English, English,4001,-,Coursera Labs
4442,https://www.coursera.org/learn/preparing-data-sas-va,Getting Started with SAS Visual Analytics,SAS,"4.7","819 ","24,830","100% online",Beginner Level,Approx. 4 hours to complete,English, English,6451,-,-
4443,https://www.coursera.org/learn/preparing-for-and-passing-technical-certifications,Preparing for and Passing Technical Certifications,ROI Training,"4.7","39 ","1,287","100% online",Beginner Level,Approx. 5 hours to complete,English, English,2368,-,-
4444,https://www.coursera.org/learn/preparing-for-the-professional-cloud-network-engineer-journe,Preparing for Your Professional Cloud Network Engineer Journey,Google Cloud,NA,NA,"1,995,195","100% online",Advanced Level,Approx. 4 hours to complete,English, English,2368,-,Coursera Labs
4445,https://www.coursera.org/learn/preparing-for-your-certnexus-certification-exam,Preparing for Your CertNexus Certification Exam,CertNexus,"4.8","111 ","9,358","100% online",Beginner Level,Approx. 2 hours to complete,English, English,0,-,-
4446,https://www.coursera.org/learn/preparing-for-your-google-workspace-administrator-journey,Preparing for Your Google Workspace Administrator Journey,Google Cloud,NA,NA,"1,995,195","100% online",Beginner Level,Approx. 4 hours to complete,English, English,2368,-,Coursera Labs
4447,https://www.coursera.org/learn/preparing-for-your-professional-cloud-security-engineer-journey,Preparing for Your Professional Cloud Security Engineer Journey,Google Cloud,"4.7","65 ","6,253","100% online",Beginner Level,Approx. 6 hours to complete,English, English,6451,-,-
4448,https://www.coursera.org/learn/preparing-for-your-professional-cloud-security-engineer-journey-ja,Preparing for Your Professional Cloud Security Engineer Journey - 日本語版,Google Cloud,NA,NA,"1,995,195","100% online",Beginner Level,Approx. 6 hours to complete,Japanese, Japanese,2368,-,Coursera Labs
4449,https://www.coursera.org/learn/preparing-retail-customer-service-role,Preparing for Your Retail Customer Service Role,CVS Health,NA,NA,"100","100% online",Beginner Level,Approx. 5 hours to complete,English, English,4001,-,Coursera Labs
4450,https://www.coursera.org/learn/preparing-sas-programming-certification,Preparing for the SAS Programming Certification Exam,SAS,"4.8","112 ","4,868","100% online",Intermediate Level,Approx. 16 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4451,https://www.coursera.org/learn/present-with-purpose,Present with Purpose: Create/Deliver Effective Presentations,IBM,"4.7","48 ","4,301","100% online",Beginner Level,Approx. 2 hours to complete,English, English,3184,-,-
4452,https://www.coursera.org/learn/presentation-design,Graphic Design,University of Colorado Boulder,"4.8","2,955 ","130,168","100% online",Beginner Level,Approx. 29 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4453,https://www.coursera.org/learn/presentation-skills,Successful Presentation,University of Colorado Boulder,"4.8","4,396 ","108,137","100% online",Beginner Level,Approx. 20 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4454,https://www.coursera.org/learn/presentation-skills-ar, (Successful Presentation) العرض التقديمي الناجح,University of Colorado Boulder,"4.8","453 ","12,816","100% online",Beginner Level,Approx. 16 hours to complete,Arabic," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4844,-,-
4455,https://www.coursera.org/learn/presentations-speaking-so-that-people-listen,Presentations: Speaking so that People Listen,"University of California, Irvine","4.6","338 ","65,012","100% online",Intermediate Level,Approx. 24 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4456,https://www.coursera.org/learn/preserving-cultural-heritage,Recovering the Humankind's Past and Saving the Universal Heritage,Sapienza University of Rome,"4.4","256 ","15,086","100% online",NA,Approx. 13 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
4457,https://www.coursera.org/learn/pressure-force-motion-humidity-sensors,"Pressure, Force, Motion, and Humidity Sensors",University of Colorado Boulder,"4.7","220 ","14,608","100% online",Intermediate Level,Approx. 23 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6451,-,-
4458,https://www.coursera.org/learn/presupuestos-proyecto,La gestión de los riesgos y la administración de los cambios en el proyecto,Tecnológico de Monterrey,"4.8","1,129 ","24,409","100% online",NA,Approx. 7 hours to complete,Spanish, Spanish,3184,Course 3 of 4,-
4459,https://www.coursera.org/learn/prevent-cancer,Cancer Prevention Web-Based Activity,University of Virginia,"4.7","181 ","5,532","100% online",Beginner Level,Approx. 4 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2381,-,-
4460,https://www.coursera.org/learn/preventive-healthcare-newborn-baby,Preventative Healthcare for the Newborn Baby,University of Colorado System,"4.8","563 ","17,543","100% online",Beginner Level,Approx. 15 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4461,https://www.coursera.org/learn/previous-owasp-risks,Previous OWASP Risks,Infosec,"4.9","11 ","1,411","100% online",Intermediate Level,Approx. 2 hours to complete,English, English,6451,-,-
4462,https://www.coursera.org/learn/pricing-options-with-mathematical-models,Pricing Options with Mathematical Models,Caltech,NA,NA,"6,547","100% online",Intermediate Level,Approx. 69 hours to complete,English, English,2368,-,Coursera Labs
4463,https://www.coursera.org/learn/pricing-strategy,Pricing Strategy,IE Business School,"4.6","960 ","38,887","100% online",Beginner Level,Approx. 14 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",4001,-,-
4464,https://www.coursera.org/learn/primary-and-secondary-batteries,Primary and Secondary Batteries,Arizona State University,NA,NA,"210","100% online",Beginner Level,Approx. 7 hours to complete,English, English,4001,-,Coursera Labs
4465,https://www.coursera.org/learn/primate-conservation,Primate Conservation,University of Colorado Boulder,"4.6","29 ","1,452","100% online",Beginner Level,Approx. 11 hours to complete,English, English,2368,-,-
4466,https://www.coursera.org/learn/primeros-auxilios-psicologicos,Primeros Auxilios Psicológicos,Universidad de Palermo,"4.8","37 ","3,323","100% online",Beginner Level,Approx. 11 hours to complete,Spanish, Spanish,2368,-,-
4467,https://www.coursera.org/learn/primeros-pasos-en-el-proceso-de-diseno-de-ux-empatizar-definir-e-idear,"Primeros pasos en el proceso de diseño de UX: Empatizar, definir e idear",Google,"4.9","370 ","10,656","100% online",Beginner Level,Approx. 30 hours to complete,Spanish," Spanish, English",1143,-,-
